"ISSN","T.tulo","Estrato","Area"
"24467251","BOLETIM GEOGR�FICO DO RIO GRANDE DO SUL","C ","astronomia_fisica"
"15189082","BOLETIM T�CNICO DA FACULDADE DE TECNOLOGIA DE S�O PAULO","C ","astronomia_fisica"
"15731472","BOUNDARY-LAYER METEOROLOGY (DORDRECHT. ONLINE)","B2","astronomia_fisica"
"16784324","BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY (ONLINE)","B5","astronomia_fisica"
"21786011","BRAZILIAN DENTAL SCIENCE","C ","astronomia_fisica"
"1414431X","BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH","C ","astronomia_fisica"
"16784448","BRAZILIAN JOURNAL OF PHYSICS","B1","astronomia_fisica"
"23190612","BRAZILIAN JOURNAL OF RADIATION SCIENCES","C ","astronomia_fisica"
"18073107","BRAZILIAN ORAL RESEARCH","C ","astronomia_fisica"
"22780998","BRITISH JOURNAL OF EDUCATION, SOCIETY & BEHAVIOURAL SCIENCE","C ","astronomia_fisica"
"14765381","BRITISH JOURNAL OF PHARMACOLOGY","A2","astronomia_fisica"
"16772334","CADERNO BRASILEIRO DE ENSINO DE F�SICA","C ","astronomia_fisica"
"21757941","CADERNO BRASILEIRO DE ENSINO DE F�SICA","C ","astronomia_fisica"
"18091466","CADERNO DE F�SICA DA UEFS","C ","astronomia_fisica"
"19824440","CADERNOS DA PEDAGOGIA (UFSCAR. ONLINE)","C ","astronomia_fisica"
"15179230","CADERNOS DE ESTUDOS E PESQUISAS - UNIP. S�RIE ESTUDOS E PESQUISAS","C ","astronomia_fisica"
"19837399","CAMINHOS DA EDUCA��O MATEM�TICA EM REVISTA","C ","astronomia_fisica"
"02139529","CAMPO ABIERTO � REVISTA DE EDUCACI�N","C ","astronomia_fisica"
"11769351","CANCER INFORMATICS","C ","astronomia_fisica"
"1421976X","CARIES RESEARCH (ONLINE)","B5","astronomia_fisica"
"21794588","CCNEXT - REVISTA DE EXTENS�O DA UFSM","C ","astronomia_fisica"
"16784553","CER�MICA","C ","astronomia_fisica"
"20781547","CHALLENGES","C ","astronomia_fisica"
"10897682","CHAOS (WOODBURY, N.Y. ONLINE)","B1","astronomia_fisica"
"21960216","CHEMELECTROCHEM","A2","astronomia_fisica"
"1364548X","CHEMICAL COMMUNICATIONS (LONDON. 1996. ONLINE)","A1","astronomia_fisica"
"22316035","CHEMICAL SENSORS","C ","astronomia_fisica"
"23656549","CHEMISTRYSELECT","C ","astronomia_fisica"
"22279040","CHEMOSENSORS","C ","astronomia_fisica"
"14397641","CHEMPHYSCHEM","A2","astronomia_fisica"
"18722067","CHINESE JOURNAL OF CATALYSIS (ONLINE)","C ","astronomia_fisica"
"01019228","CI�NCIA E SOCIEDADE","C ","astronomia_fisica"
"23174595","CI�NCIA E SOCIEDADE","C ","astronomia_fisica"
"14363771","CLINICAL ORAL INVESTIGATIONS (INTERNET)","B2","astronomia_fisica"
"22150382","COLLOID AND INTERFACE SCIENCE COMMUNICATIONS","B2","astronomia_fisica"
"18070302","COMPUTATIONAL & APPLIED MATHEMATICS","B4","astronomia_fisica"
"22383603","COMPUTATIONAL AND APPLIED MATHEMATICS","B4","astronomia_fisica"
"23522143","COMPUTATIONAL CONDENSED MATTER","B5","astronomia_fisica"
"16139658","COMPUTATIONAL STATISTICS (ZEITSCHRIFT. INTERNET)","C ","astronomia_fisica"
"22115536","CURRENT ANGIOGENESIS","C ","astronomia_fisica"
"18779476","CURRENT PHYSICAL CHEMISTRY","C ","astronomia_fisica"
"18779468","CURRENT PHYSICAL CHEMISTRY","C ","astronomia_fisica"
"24734799","DERMATOLOGY OPEN JOURNAL","C ","astronomia_fisica"
"22963642","DIFFUSION FOUNDATIONS","C ","astronomia_fisica"
"21658188","DISPLAY AND IMAGING","C ","astronomia_fisica"
"18805981","EARTH, PLANETS AND SPACE (ONLINE)","B2","astronomia_fisica"
"23188901","E-BOLETIM DA F�SICA","C ","astronomia_fisica"
"19386737","ECS TRANSACTIONS (ONLINE)","C ","astronomia_fisica"
"13644505","EDUCATION JOURNAL (HOVE)","C ","astronomia_fisica"
"19832117","ENSAIO: PESQUISA EM EDUCA��O EM CI�NCIAS (ONLINE)","C ","astronomia_fisica"
"23594381","ENSINO & PESQUISA","C ","astronomia_fisica"
"19837011","ENSINO, SA�DE E AMBIENTE","C ","astronomia_fisica"
"19830572","ENTOMOBRASILIS (VASSOURAS)","C ","astronomia_fisica"
"15227278","ENVIRONMENTAL TOXICOLOGY (ONLINE)","B2","astronomia_fisica"
"14694409","EPIDEMIOLOGY AND INFECTION","B2","astronomia_fisica"
"15281167","EPILEPSIA (COPENHAGEN. ONLINE)","A2","astronomia_fisica"
"21960763","EPJ QUANTUM TECHNOLOGY","C ","astronomia_fisica"
"2100014X","EPJ WEB OF CONFERENCES","C ","astronomia_fisica"
"12864854","EPL (EUROPHYSICS LETTERS)","B1","astronomia_fisica"
"13057464","EUROPEAN JOURNAL OF DENTISTRY","B5","astronomia_fisica"
"14389312","EUROPEAN JOURNAL OF LIPID SCIENCE AND TECHNOLOGY (INTERNET)","B2","astronomia_fisica"
"14346036","EUROPEAN PHYSICAL JOURNAL. B, CONDENSED MATTER AND COMPLEX SYSTEMS (INTERNET)","B3","astronomia_fisica"
"14346052","EUROPEAN PHYSICAL JOURNAL C. PARTICLES AND FIELDS","A2","astronomia_fisica"
"22546391","EUROPEAN STRATEGIC PARTNERSHIPS OBSERVATORY WORKING PAPERS","C ","astronomia_fisica"
"23183640","EXTRAMUROS - REVISTA DE EXTENS�O DA UNIVASF","C ","astronomia_fisica"
"13645498","FARADAY DISCUSSIONS (ONLINE)","A2","astronomia_fisica"
"14325411","FEW-BODY SYSTEMS (ONLINE)","B5","astronomia_fisica"
"2297198X","FRONTIERS IN ICT","C ","astronomia_fisica"
"04297725","FRONTIERS IN PHYSICS","C ","astronomia_fisica"
"20754434","GALAXIES ? OPEN ACCESS COSMOLOGY, ASTRONOMY & ASTROPHYSICS JOURNAL","C ","astronomia_fisica"
"16784685","GENETICS AND MOLECULAR BIOLOGY (ONLINE VERSION)","B4","astronomia_fisica"
"21698287","GENOME ANNOUNCEMENTS","C ","astronomia_fisica"
"01029800","GEOCHIMICA BRASILIENSIS","C ","astronomia_fisica"
"19919603","GEOSCIENTIFIC MODEL DEVELOPMENT","B1","astronomia_fisica"
"19884214","GRASAS Y ACEITES","B5","astronomia_fisica"
"19825161","HANSENOLOGIA INTERNATIONALIS: HANSEN�ASE E OUTRAS DOEN�AS INFECCIOSAS","C ","astronomia_fisica"
"16823451","HIGHER EDUCATION MANAGEMENT AND POLICY (PRINT)","C ","astronomia_fisica"
"14797364","HUMAN GENOMICS (ONLINE)","B2","astronomia_fisica"
"16800737","IFMBE PROCEEDINGS","C ","astronomia_fisica"
"18269885","IL NUOVO CIMENTO DELLA SOCIET� ITALIANA DI FISICA. C. GEOPHYSICS AND SPACE PHYSICS (ONLINE)","C ","astronomia_fisica"
"16786661","IMPLANT NEWS","C ","astronomia_fisica"
"09751017","INDIAN JOURNAL OF ENGINEERING & MATERIALS SCIENCES","B5","astronomia_fisica"
"24481106","INFORMA��O. REVISTA DIGITAL DO CEFOR/SEDUC","C ","astronomia_fisica"
"10840613","INTERNATIONAL HIGHER EDUCATION (CHESTNUT HILL, MASS.)","C ","astronomia_fisica"
"23496495","INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCIENCE","C ","astronomia_fisica"
"23205407","INTERNATIONAL JOURNAL OF ADVANCED RESEARCH","C ","astronomia_fisica"
"23607971","INTERNATIONAL JOURNAL OF AGRICULTURAL RESEARCH AND REVIEWS","C ","astronomia_fisica"
"16875877","INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (ONLINE)","B5","astronomia_fisica"
"24148946","INTERNATIONAL JOURNAL OF APPLIED AND PHYSICAL SCIENCES","C ","astronomia_fisica"
"20771223","INTERNATIONAL JOURNAL OF BASIC & APPLIED SCIENCES","C ","astronomia_fisica"
"21664919","INTERNATIONAL JOURNAL OF COMPOSITE MATERIALS (ONLINE)","C ","astronomia_fisica"
"2289179X","INTERNATIONAL JOURNAL OF ELECTROACTIVE MATERIALS","C ","astronomia_fisica"
"20762895","INTERNATIONAL JOURNAL OF ENERGY AND ENVIRONMENT (PRINT)","C ","astronomia_fisica"
"17558735","INTERNATIONAL JOURNAL OF EXPERIMENTAL AND COMPUTATIONAL BIOMECHANICS","C ","astronomia_fisica"
"22264523","INTERNATIONAL JOURNAL OF MATERIAL SCIENCE","C ","astronomia_fisica"
"20101945","INTERNATIONAL JOURNAL OF MODERN PHYSICS: CONFERENCE SERIES","C ","astronomia_fisica"
"11782013","INTERNATIONAL JOURNAL OF NANOMEDICINE (ONLINE)","B1","astronomia_fisica"
"17533317","INTERNATIONAL JOURNAL OF OIL, GAS AND COAL TECHNOLOGY (ONLINE)","B5","astronomia_fisica"
"20767366","INTERNATIONAL JOURNAL OF RESEARCH AND REVIEWS IN APPLIED SCIENCES","C ","astronomia_fisica"
"23191163","INTERNATIONAL JOURNAL OF RESEARCH IN ENGINEERING AND TECHNOLOGY","C ","astronomia_fisica"
"23567872","INTERNATIONAL SCHOLARLY RESEARCH NOTICES","C ","astronomia_fisica"
"15246965","INTERNATIONAL SOCIETY FOR MAGNETIC RESONANCE IN MEDICINE. SCIENTIFIC MEETING AND EXHIBITION. PROCEEDINGS","C ","astronomia_fisica"
"23263121","INTERNATIONAL TRENDS IN IMMUNITY","C ","astronomia_fisica"
"20522525","INTERNATIONAL UNION OF CRYSTALLOGRAPHY JOURNAL","A2","astronomia_fisica"
"17551315","IOP CONFERENCE SERIES. EARTH AND ENVIRONMENTAL SCIENCE (ONLINE)","C ","astronomia_fisica"
"1757899X","IOP CONFERENCE SERIES: MATERIALS SCIENCE AND ENGINEERING (ONLINE)","C ","astronomia_fisica"
"17578981","IOP CONFERENCE SERIES: MATERIALS SCIENCE AND ENGINEERING (PRINT)","C ","astronomia_fisica"
"23222352","IRANIAN JOURNAL OF CERAMIC SCIENCE AND ENGINEERING","C ","astronomia_fisica"
"23144645","ISRN ATMOSPHERIC SCIENCES","C ","astronomia_fisica"
"21765634","JORNAL INTERNACIONAL DE ESTUDOS EM EDUCA��O MATEM�TICA","C ","astronomia_fisica"
"23473487","JOURNAL OF ADVANCES IN PHYSICS","C ","astronomia_fisica"
"09741844","JOURNAL OF APPLIED ANIMAL RESEARCH","C ","astronomia_fisica"
"22808000","JOURNAL OF APPLIED BIOMATERIALS & FUNCTIONAL MATERIALS","B5","astronomia_fisica"
"16005767","JOURNAL OF APPLIED CRYSTALLOGRAPHY","B1","astronomia_fisica"
"23274352","JOURNAL OF APPLIED MATHEMATICS AND PHYSICS","C ","astronomia_fisica"
"13616463","JOURNAL OF APPLIED PHYSICS","B1","astronomia_fisica"
"15208850","JOURNAL OF APPLIED PHYSICS (CD-ROM)","B1","astronomia_fisica"
"14230127","JOURNAL OF BIOMEDICAL SCIENCE","B2","astronomia_fisica"
"21559821","JOURNAL OF BIOPROCESSING & BIOTECHNIQUES","C ","astronomia_fisica"
"1873961X","JOURNAL OF CELL COMMUNICATION AND SIGNALING","B2","astronomia_fisica"
"24469416","JOURNAL OF CHEMICAL ENGINEERING AND CHEMISTRY","C ","astronomia_fisica"
"15487709","JOURNAL OF COMMUNICATION AND COMPUTER","C ","astronomia_fisica"
"19806604","JOURNAL OF COMMUNICATION AND INFORMATION SYSTEMS (ONLINE)","C ","astronomia_fisica"
"21610711","JOURNAL OF COMMUNITY MEDICINE & HEALTH EDUCATION","C ","astronomia_fisica"
"19838409","JOURNAL OF COMPUTATIONAL INTERDISCIPLINARY SCIENCES","C ","astronomia_fisica"
"23145994","JOURNAL OF CRYSTALLOGRAPHY","C ","astronomia_fisica"
"19420749","JOURNAL OF ELECTROMAGNETIC ANALYSIS AND APPLICATIONS","C ","astronomia_fisica"
"19420730","JOURNAL OF ELECTROMAGNETIC ANALYSIS AND APPLICATIONS","C ","astronomia_fisica"
"24470228","JOURNAL OF ENGINEERING AND TECHNOLOGY FOR INDUSTRIAL APPLICATIONS","C ","astronomia_fisica"
"21522197","JOURNAL OF ENVIRONMENTAL PROTECTION (PRINT)","C ","astronomia_fisica"
"21625263","JOURNAL OF ENVIRONMENTAL SCIENCE AND ENGINEERING B","C ","astronomia_fisica"
"20630212","JOURNAL OF FLOW CHEMISTRY","C ","astronomia_fisica"
"21595828","JOURNAL OF FOOD SCIENCE AND ENGINEERING (PRINT)","C ","astronomia_fisica"
"21562202","JOURNAL OF GEOPHYSICAL RESEARCH","B1","astronomia_fisica"
"21699275","JOURNAL OF GEOPHYSICAL RESEARCH: OCEANS (PRINT)","C ","astronomia_fisica"
"21699380","JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS","C ","astronomia_fisica"
"21699402","JOURNAL OF GEOPHYSICAL RESEARCH: SPACE PHYSICS (ON LINE)","C ","astronomia_fisica"
"23146907","JOURNAL OF GRAVITY","C ","astronomia_fisica"
"20507526","JOURNAL OF MATERIALS CHEMISTRY","A1","astronomia_fisica"
"2050750X","JOURNAL OF MATERIALS CHEMISTRY B","A1","astronomia_fisica"
"21616221","JOURNAL OF MATERIALS SCIENCE AND ENGINEERING (A&B)","C ","astronomia_fisica"
"15734803","JOURNAL OF MATERIALS SCIENCE (DORDRECHT. ONLINE)","B1","astronomia_fisica"
"15734838","JOURNAL OF MATERIALS SCIENCE. MATERIALS IN MEDICINE (DORDRECHT. ONLINE)","B1","astronomia_fisica"
"21595275","JOURNAL OF MECHANICS ENGINEERING AND AUTOMATION","C ","astronomia_fisica"
"23088044","JOURNAL OF MODERN MEDICINAL CHEMISTRY","C ","astronomia_fisica"
"21531196","JOURNAL OF MODERN PHYSICS","C ","astronomia_fisica"
"2153120X","JOURNAL OF MODERN PHYSICS","C ","astronomia_fisica"
"09485023","JOURNAL OF MOLECULAR MODELING (ONLINE)","B2","astronomia_fisica"
"16619897","JOURNAL OF NANO RESEARCH (ONLINE)","B5","astronomia_fisica"
"16874129","JOURNAL OF NANOMATERIALS","B2","astronomia_fisica"
"21577439","JOURNAL OF NANOMEDICINE & NANOTECHNOLOGY","C ","astronomia_fisica"
"1572896X","JOURNAL OF NANOPARTICLE RESEARCH (ONLINE)","B1","astronomia_fisica"
"23218649","JOURNAL OF NUCLEAR PHYSICS, MATERIAL SCIENCES, RADIATION AND APPLICATIONS","C ","astronomia_fisica"
"15206904","JOURNAL OF ORGANIC CHEMISTRY (ONLINE)","A2","astronomia_fisica"
"23282150","JOURNAL OF PHARMACY AND PHARMACOLOGY","C ","astronomia_fisica"
"19327455","JOURNAL OF PHYSICAL CHEMISTRY. C. (ONLINE)","A2","astronomia_fisica"
"19487185","JOURNAL OF PHYSICAL CHEMISTRY LETTERS","A1","astronomia_fisica"
"21595348","JOURNAL OF PHYSICAL SCIENCE AND APPLICATION","C ","astronomia_fisica"
"13616447","JOURNAL OF PHYSICS. A, MATHEMATICAL AND GENERAL (ONLINE)","B1","astronomia_fisica"
"1361648X","JOURNAL OF PHYSICS. CONDENSED MATTER (ONLINE)","B1","astronomia_fisica"
"17426596","JOURNAL OF PHYSICS. CONFERENCE SERIES (ONLINE)","C ","astronomia_fisica"
"10990488","JOURNAL OF POLYMER SCIENCE. PART B, POLYMER PHYSICS (ONLINE)","B1","astronomia_fisica"
"15353907","JOURNAL OF PROTEOME RESEARCH (ONLINE)","B1","astronomia_fisica"
"21625751","JOURNAL OF QUANTUM INFORMATION SCIENCE.","B5","astronomia_fisica"
"15882780","JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY (ONLINE)","B4","astronomia_fisica"
"22454551","JOURNAL OF SELF-ASSEMBLY AND MOLECULAR ELECTRONICS (SAME)","C ","astronomia_fisica"
"15571947","JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM (ONLINE)","B3","astronomia_fisica"
"16005775","JOURNAL OF SYNCHROTRON RADIATION","B2","astronomia_fisica"
"16583655","JOURNAL OF TAIBAH UNIVERSITY FOR SCIENCE","C ","astronomia_fisica"
"15589331","JOURNAL OF THE AMERICAN OIL CHEMISTS' SOCIETY (ONLINE)","B3","astronomia_fisica"
"07179707","JOURNAL OF THE CHILEAN CHEMICAL SOCIETY (ONLINE)","B5","astronomia_fisica"
"00935433","JOURNAL OF THE OPTICAL SOCIETY OF AMERICA","B2","astronomia_fisica"
"15882926","JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY (ONLINE)","B1","astronomia_fisica"
"18196187","JOURNAL OF TUMOR","C ","astronomia_fisica"
"22147144","JOURNAL OF WATER PROCESS ENGINEERING","B5","astronomia_fisica"
"15205827","LANGMUIR","A2","astronomia_fisica"
"1435604X","LASERS IN MEDICAL SCIENCE (INTERNET)","B1","astronomia_fisica"
"18709095","LATIN - AMERICAN JOURNAL OF PHYSICS EDUCATION","C ","astronomia_fisica"
"0718221X","MADERAS. CIENCIA Y TECNOLOG�A (EN L�NEA)","C ","astronomia_fisica"
"24953911","MATERIALS AND DEVICES","C ","astronomia_fisica"
"20516347","MATERIALS HORIZONS","A1","astronomia_fisica"
"09291725","MATERIALS LETTERS","B1","astronomia_fisica"
"20531591","MATERIALS RESEARCH EXPRESS","B4","astronomia_fisica"
"02729172","MATERIALS RESEARCH SOCIETY SYMPOSIA PROCEEDINGS","C ","astronomia_fisica"
"01371339","MATERIALS SCIENCE","C ","astronomia_fisica"
"21531188","MATERIALS SCIENCES AND APPLICATIONS (ONLINE)","C ","astronomia_fisica"
"2153117X","MATERIALS SCIENCES AND APPLICATIONS (PRINT)","C ","astronomia_fisica"
"22277390","MATHEMATICS","C ","astronomia_fisica"
"23064609","MEDICAL PHYSICS INTERNATIONAL","C ","astronomia_fisica"
"1824016X","MEMORIE DELLA SOCIETA ASTRONOMICA ITALIANA (ONLINE)","C ","astronomia_fisica"
"18094791","MENS AGITAT","C ","astronomia_fisica"
"20506120","METHODS AND APPLICATIONS IN FLUORESCENCE","B1","astronomia_fisica"
"19406029","METHODS IN MOLECULAR BIOLOGY","C ","astronomia_fisica"
"17453925","MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY: LETTERS","A2","astronomia_fisica"
"20598521","MRS ADVANCES","C ","astronomia_fisica"
"19464274","MRS PROCEEDINGS","C ","astronomia_fisica"
"24478725","MULTIVERSO - REVISTA ELETR�NICA DO CAMPUS JUIZ DE FORA","C ","astronomia_fisica"
"2352507X","NANO-STRUCTURES & NANO-OBJECTS","C ","astronomia_fisica"
"13616528","NANOTECHNOLOGY (BRISTOL. ONLINE)","A2","astronomia_fisica"
"16849981","NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","C ","astronomia_fisica"
"22208879","NETWORK BIOLOGY","C ","astronomia_fisica"
"15736903","NEUROCHEMICAL RESEARCH","B2","astronomia_fisica"
"2329423X","NEUROPHOTONICS","C ","astronomia_fisica"
"23752440","NEUROTRANSMITTER","C ","astronomia_fisica"
"13841092","NEW ASTRONOMY (ONLINE)","B3","astronomia_fisica"
"1573269X","NONLINEAR DYNAMICS (DORDRECHT. ONLINE)","B1","astronomia_fisica"
"19448325","NONLINEAR OPTICS, QUANTUM OPTICS","C ","astronomia_fisica"
"21985634","NONLINEAR PROCESSES IN GEOPHYSICS DISCUSSIONS","C ","astronomia_fisica"
"16077946","NONLINEAR PROCESSES IN GEOPHYSICS (ONLINE)","B3","astronomia_fisica"
"24557102","OPEN JOURNAL OF APPLIED & THEORETICAL MATHEMATICS (OJATM)","C ","astronomia_fisica"
"21645388","OPEN JOURNAL OF BIOPHYSICS","C ","astronomia_fisica"
"21643164","OPEN JOURNAL OF CIVIL ENGINEERING","C ","astronomia_fisica"
"21621993","OPEN JOURNAL OF ECOLOGY","C ","astronomia_fisica"
"21653356","OPEN JOURNAL OF VETERINARY MEDICINE","C ","astronomia_fisica"
"23915471","OPEN PHYSICS","C ","astronomia_fisica"
"20551045","PALGRAVE COMMUNICATIONS","C ","astronomia_fisica"
"18524249","PAPERS IN PHYSICS","C ","astronomia_fisica"
"10112251","PARADIGMA (MARACAY)","C ","astronomia_fisica"
"22376917","PERSPECTIVAS EM PSICOLOGIA","C ","astronomia_fisica"
"14712962","PHILOSOPHICAL TRANSACTIONS - ROYAL SOCIETY. MATHEMATICAL, PHYSICAL AND ENGINEERING SCIENCES (ONLINE)","B2","astronomia_fisica"
"15578550","PHOTOMEDICINE AND LASER SURGERY (ONLINE)","B3","astronomia_fisica"
"15213951","PHYSICA STATUS SOLIDI. B, BASIC RESEARCH (ONLINE)","B2","astronomia_fisica"
"16101642","PHYSICA STATUS SOLIDI C","B4","astronomia_fisica"
"16101634","PHYSICA STATUS SOLIDI. C: CURRENT TOPICS IN SOLID STATE PHYSICS","B4","astronomia_fisica"
"22363521","PHYSICAE","C ","astronomia_fisica"
"16799569","PHYSICAE (APGF)","C ","astronomia_fisica"
"2446564X","PHYSICAE ORGANUM","C ","astronomia_fisica"
"14783975","PHYSICAL BIOLOGY (ONLINE)","B2","astronomia_fisica"
"14639084","PHYSICAL CHEMISTRY CHEMICAL PHYSICS","A2","astronomia_fisica"
"10941622","PHYSICAL REVIEW. A, ATOMIC, MOLECULAR, AND OPTICAL PHYSICS (ONLINE)","A2","astronomia_fisica"
"23317019","PHYSICAL REVIEW APPLIED","A2","astronomia_fisica"
"1089490X","PHYSICAL REVIEW C","A2","astronomia_fisica"
"10894918","PHYSICAL REVIEW. D, PARTICLES AND FIELDS (ONLINE)","A2","astronomia_fisica"
"15502368","PHYSICAL REVIEW. D. PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY (ONLINE)","A2","astronomia_fisica"
"15502376","PHYSICAL REVIEW E (STATISTICAL, NONLINEAR, AND SOFT MATTER PHYSICS)","A2","astronomia_fisica"
"10953787","PHYSICAL REVIEW. E, STATISTICAL PHYSICS, PLASMAS, FLUIDS, AND RELATED INTERDISCIPLINARY TOPICS (ONLINE)","A2","astronomia_fisica"
"10797114","PHYSICAL REVIEW LETTERS","A1","astronomia_fisica"
"23480130","PHYSICAL SCIENCE INTERNATIONAL JOURNAL","C ","astronomia_fisica"
"09705953","PHYSICS EDUCATION","B5","astronomia_fisica"
"18753892","PHYSICS PROCEDIA","C ","astronomia_fisica"
"09598472","PHYSICS REVIEW (DEDDINGTON)","C ","astronomia_fisica"
"22237747","PLANTS","C ","astronomia_fisica"
"15457885","PLOS BIOLOGY","A2","astronomia_fisica"
"15537358","PLOS COMPUTATIONAL BIOLOGY (ONLINE)","A2","astronomia_fisica"
"16785169","POL�MEROS - CI�NCIA E TECNOLOGIA (ONLINE)","C ","astronomia_fisica"
"20734360","POLYMERS","B2","astronomia_fisica"
"18248039","POS PROCEEDINGS OF SCIENCE","C ","astronomia_fisica"
"21508526","POSITIONING","C ","astronomia_fisica"
"18770509","PROCEDIA COMPUTER SCIENCE","C ","astronomia_fisica"
"23590793","PROCEEDING SERIES OF THE BRAZILIAN SOCIETY OF COMPUTATIONAL AND APPLIED MATHEMATICS","C ","astronomia_fisica"
"1996756X","PROCEEDINGS OF SPIE - INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING","C ","astronomia_fisica"
"0277786X","PROCEEDINGS OF SPIE, THE INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING","C ","astronomia_fisica"
"10916490","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA (ONLINE)","A1","astronomia_fisica"
"15599450","PROGRESS IN ELECTROMAGNETICS RESEARCH SYMPOSIUM","C ","astronomia_fisica"
"20503911","PROGRESS OF THEORETICAL AND EXPERIMENTAL PHYSICS","B2","astronomia_fisica"
"13233580","PUBLICATIONS OF THE ASTRONOMICAL SOCIETY OF AUSTRALIA","B1","astronomia_fisica"
"15731332","QUANTUM INFORMATION PROCESSING (DORDRECHT. ONLINE)","B2","astronomia_fisica"
"21647615","QUANTUM MATTER","C ","astronomia_fisica"
"21965609","QUANTUM STUDIES: MATHEMATICS AND FOUNDATIONS","C ","astronomia_fisica"
"21766142","QUATERNARY AND ENVIRONMENTAL GEOSCIENCES","C ","astronomia_fisica"
"17423406","RADIATION PROTECTION DOSIMETRY","B4","astronomia_fisica"
"19835558","RELAMPA. REVISTA LATINO-AMERICANA DE MARCAPASSO E ARRITMIA","C ","astronomia_fisica"
"2179426X","RENCIMA","C ","astronomia_fisica"
"2172038X","RENEWABLE ENERGY & POWER QUALITY JOURNAL (RE&PQJ)","C ","astronomia_fisica"
"13616633","REPORTS ON PROGRESS IN PHYSICS (ONLINE)","A1","astronomia_fisica"
"23202459","RESEARCH & REVIEWS: JOURNAL OF PURE AND APPLIED PHYSICS","C ","astronomia_fisica"
"24464740","RESEARCH ON BIOMEDICAL ENGINEERING","C ","astronomia_fisica"
"22113797","RESULTS IN PHYSICS","B3","astronomia_fisica"
"15623823","REVISTA BOLIVIANA DE F�SICA","C ","astronomia_fisica"
"01017659","REVISTA BRASILEIRA DE APLICA��ES DE V�CUO (IMPRESSO)","C ","astronomia_fisica"
"19834047","REVISTA BRASILEIRA DE APLICA��ES DE V�CUO (ONLINE)","C ","astronomia_fisica"
"01002171","REVISTA BRASILEIRA DE CIRURGIA DA CABE�A E PESCO�O (IMPRESSO)","C ","astronomia_fisica"
"18071929","REVISTA BRASILEIRA DE ENGENHARIA AGR�COLA E AMBIENTAL (ONLINE)","C ","astronomia_fisica"
"01024744","REVISTA BRASILEIRA DE ENSINO DE F�SICA","B5","astronomia_fisica"
"18069126","REVISTA BRASILEIRA DE ENSINO DE F�SICA (ONLINE)","B5","astronomia_fisica"
"1981528X","REVISTA BRASILEIRA DE FARMACOGNOSIA","C ","astronomia_fisica"
"23580089","REVISTA BRASILEIRA DE F�SICA TECNOL�GICA APLICADA","C ","astronomia_fisica"
"1414381X","REVISTA BRASILEIRA DE RECURSOS H�DIRCOS","C ","astronomia_fisica"
"17293790","REVISTA CIENCIAS DE LA TIERRA Y EL ESPACIO","C ","astronomia_fisica"
"15162893","REVISTA CI�NCIAS EXATAS","C ","astronomia_fisica"
"22561013","REVISTA COLOMBIANA DE MATERIALES","C ","astronomia_fisica"
"19845154","REVISTA DA BIOLOGIA","C ","astronomia_fisica"
"21795959","REVISTA DE AGROTECNOLOGIA","C ","astronomia_fisica"
"03267091","REVISTA DE ENSE�ANZA DE LA F�SICA","C ","astronomia_fisica"
"22506101","REVISTA DE ENSE�ANZA DE LA F�SICA (ONLINE)","C ","astronomia_fisica"
"18529488","REVISTA DE FILOSOFIA Y C�ENCIAS - PROMETEICA","C ","astronomia_fisica"
"03703908","REVISTA DE LA ACADEMIA COLOMBIANA DE CIENCIAS EXACTAS, F�SICAS Y NATURALES","C ","astronomia_fisica"
"01213814","REVISTA DE LA FACULTAD DE CIENCIA Y TECNOLOGIA","C ","astronomia_fisica"
"0370694X","REVISTA DE QU�MICA INDUSTRIAL","C ","astronomia_fisica"
"23583169","REVISTA DO COL�QUIO DE ARTE E PESQUISA DO PPGA-UFES","C ","astronomia_fisica"
"00739855","REVISTA DO INSTITUTO ADOLFO LUTZ (IMPRESSO)","C ","astronomia_fisica"
"24470783","REVISTA ELETR�NICA CIENT�FICA ENSINO INTERDISCIPLINAR","C ","astronomia_fisica"
"22370587","REVISTA FORMA��O@DOCENTE","C ","astronomia_fisica"
"23161108","REVISTA G�NERO","C ","astronomia_fisica"
"19884206","REVISTA IBEROAMERICANA DE POL�MEROS (INTERNET)","C ","astronomia_fisica"
"23175079","REVISTA INTERDISCIPLINAR (ONLINE)","C ","astronomia_fisica"
"19818521","REVISTA PROCESSOS QU�MICOS","C ","astronomia_fisica"
"24484601","REVISTA SABERES DOCENTES","C ","astronomia_fisica"
