"ISSN","T.tulo","Estrato","Area"
"24465240","MALALA - REVISTA DO GRUPO DE TRABALHO ORIENTE M�DIO E MUNDO MU�ULMANO (GTOMMM)","B4","ciencia_politica_e_relacoes_internacionais"
"24446459","MARCO (M�RKETING Y COMUNICACI�N POL�TICA)","C ","ciencia_politica_e_relacoes_internacionais"
"21835462","MEDIA & JORNALISMO","B5","ciencia_politica_e_relacoes_internacionais"
"16455681","MEDIA E JORNALISMO","B5","ciencia_politica_e_relacoes_internacionais"
"18485030","MEDIJSKE STUDIJE","B1","ciencia_politica_e_relacoes_internacionais"
"18079717","MEMENTO (TR�S CORA��ES)","B3","ciencia_politica_e_relacoes_internacionais"
"00264148","MILITARY REVIEW","B3","ciencia_politica_e_relacoes_internacionais"
"23180811","MISES: REVISTA INTERDISCIPLINAR DE FILOSOFIA, DIREITO E ECONOMIA","C ","ciencia_politica_e_relacoes_internacionais"
"24470244","MISS�ES: REVISTA DE CI�NCIAS HUMANAS E SOCIAIS","B5","ciencia_politica_e_relacoes_internacionais"
"21768943","MOSAICO (RIO DE JANEIRO)","B5","ciencia_politica_e_relacoes_internacionais"
"23589205","MOVIMENTA��O","B4","ciencia_politica_e_relacoes_internacionais"
"22388052","MOVIMENTOS SOCIAIS E DIN�MICAS ESPACIAIS","B4","ciencia_politica_e_relacoes_internacionais"
"2238717X","MUITAS VOZES","B5","ciencia_politica_e_relacoes_internacionais"
"24090018","MUNDI MIGRATIOS","B5","ciencia_politica_e_relacoes_internacionais"
"24466182","MURAL INTERNACIONAL","B2","ciencia_politica_e_relacoes_internacionais"
"21777314","MURAL INTERNACIONAL (ONLINE)","B2","ciencia_politica_e_relacoes_internacionais"
"08982937","NBER WORKING PAPER SERIES","B5","ciencia_politica_e_relacoes_internacionais"
"24472646","NEARI EM REVISTA","C ","ciencia_politica_e_relacoes_internacionais"
"21946566","NEW GLOBAL STUDIES","B2","ciencia_politica_e_relacoes_internacionais"
"19400004","NEW GLOBAL STUDIES","B2","ciencia_politica_e_relacoes_internacionais"
"01047841","NOVA PERSPECTIVA SIST�MICA","B3","ciencia_politica_e_relacoes_internacionais"
"19832680","NOVATIO IURIS","C ","ciencia_politica_e_relacoes_internacionais"
"21756279","NOVOS TEMAS","B5","ciencia_politica_e_relacoes_internacionais"
"14139855","NUANCES (UNESP PRESIDENTE PRUDENTE)","B5","ciencia_politica_e_relacoes_internacionais"
"1122228X","NUOVE AUTONOMIE","B5","ciencia_politica_e_relacoes_internacionais"
"23189711","O COSMOPOL�TICO","B4","ciencia_politica_e_relacoes_internacionais"
"16786637","O DEBATEDOURO","B5","ciencia_politica_e_relacoes_internacionais"
"22367950","O DIREITO ALTERNATIVO","B5","ciencia_politica_e_relacoes_internacionais"
"18097588","OBSERVADOR ON-LINE","B4","ciencia_politica_e_relacoes_internacionais"
"21827966","OFICINA DO CES","B5","ciencia_politica_e_relacoes_internacionais"
"18080235","OIKOS (RIO DE JANEIRO)","B3","ciencia_politica_e_relacoes_internacionais"
"23181095","OLHARES AMAZ�NICOS","C ","ciencia_politica_e_relacoes_internacionais"
"18523854","ONTEAIKEN. BOLET�N SOBRE PR�CTICAS Y ESTUDIOS DE ACCI�N COLECTIVA","B5","ciencia_politica_e_relacoes_internacionais"
"20649908","OPUS ET EDUCATIO","C ","ciencia_politica_e_relacoes_internacionais"
"21784809","ORBIS REVISTA CIENT�FICA","B5","ciencia_politica_e_relacoes_internacionais"
"16363671","OUTRE-TERRE","B4","ciencia_politica_e_relacoes_internacionais"
"15166333","OUTUBRO (S�O PAULO)","B4","ciencia_politica_e_relacoes_internacionais"
"10227873","P�GINAS (LIMA)","C ","ciencia_politica_e_relacoes_internacionais"
"24469556","PAIAGU�S: REVISTA DE ESTUDOS SOBRE A AMAZ�NIA E PAC�FICO","B5","ciencia_politica_e_relacoes_internacionais"
"23177977","PANORAMA EUA","C ","ciencia_politica_e_relacoes_internacionais"
"24472867","PANORAMA INTERNACIONAL FEE","C ","ciencia_politica_e_relacoes_internacionais"
"23181516","PANORAMA OF BRAZILIAN LAW","B3","ciencia_politica_e_relacoes_internacionais"
"10751343","PANORAMA OF BRAZILIAN LAW","B3","ciencia_politica_e_relacoes_internacionais"
"18512577","PAPELES DE TRABAJO (INSTITUTO DE ALTOS ESTUDIOS SOCIALES. EN L�NEA)","B4","ciencia_politica_e_relacoes_internacionais"
"14147866","PARAN� ELEITORAL","B4","ciencia_politica_e_relacoes_internacionais"
"19842503","PASSAGENS: REVISTA INTERNACIONAL DE HIST�RIA POL�TICA E CULTURA JUR�DICA","B3","ciencia_politica_e_relacoes_internacionais"
"1390843X","PATRIA. AN�LISIS POL�TICO DE LA DEFENSA","B5","ciencia_politica_e_relacoes_internacionais"
"19822707","PENSAMENTO PLURAL (UFPEL)","B3","ciencia_politica_e_relacoes_internacionais"
"10169628","PENSAMIENTO PROPIO","B3","ciencia_politica_e_relacoes_internacionais"
"23172150","PENSAR - REVISTA DE CI�NCIAS JUR�DICAS","B3","ciencia_politica_e_relacoes_internacionais"
"16769503","PENSAR BH. POL�TICA SOCIAL","C ","ciencia_politica_e_relacoes_internacionais"
"14684233","PERCEPTION","A2","ciencia_politica_e_relacoes_internacionais"
"19824289","PERSEU: HIST�RIA, MEM�RIA E POL�TICA","B5","ciencia_politica_e_relacoes_internacionais"
"01046454","PERSPECTIVA FILOSOFICA (UFPE)","B4","ciencia_politica_e_relacoes_internacionais"
"22368876","PERSPECTIVAS ONLINE: HUMANAS E SOCIAIS APLICADAS","B3","ciencia_politica_e_relacoes_internacionais"
"19840241","PERSPECTIVAS: REVISTA DE CI�NCIAS SOCIAIS","B3","ciencia_politica_e_relacoes_internacionais"
"22379444","PESQUISA E DEBATE EM EDUCA��O","B4","ciencia_politica_e_relacoes_internacionais"
"23609508","PINNACLE PSYCHOLOGY","B5","ciencia_politica_e_relacoes_internacionais"
"01046721","PLURAL (USP)","B3","ciencia_politica_e_relacoes_internacionais"
"22381953","PLURIMUS. CULTURA E DESENVOLVIMENTO EM REVISTA","B5","ciencia_politica_e_relacoes_internacionais"
"19442866","POLICY & INTERNET","A2","ciencia_politica_e_relacoes_internacionais"
"19892667","POLICY BRIEF","C ","ciencia_politica_e_relacoes_internacionais"
"22194142","POLITAI: REVISTA DE CIENCIA POL�TICA","B4","ciencia_politica_e_relacoes_internacionais"
"16652037","POLITICA Y GOBIERNO","B1","ciencia_politica_e_relacoes_internacionais"
"15184285","POL�TICAS SOCIAIS (IPEA)","B3","ciencia_politica_e_relacoes_internacionais"
"15644162","POL�TICAS SOCIALES","B5","ciencia_politica_e_relacoes_internacionais"
"16040058","POLITIK","B4","ciencia_politica_e_relacoes_internacionais"
"15833984","POLITIKON. INTERNATIONAL ASSOCIATION OF POLITICAL SCIENCE STUDENTS","B4","ciencia_politica_e_relacoes_internacionais"
"18134378","PONTES ENTRE O COM�RCIO E O DESENVOLVIMENTO SUSTENT�VEL (IMPRESSO)","B4","ciencia_politica_e_relacoes_internacionais"
"1983733X","PONTO DE VISTA (RIO DE JANEIRO)","C ","ciencia_politica_e_relacoes_internacionais"
"2179104X","PR�TICAS DISCURSIVAS AMAZ�NICAS","B5","ciencia_politica_e_relacoes_internacionais"
"16767039","PRIMEIRA VERS�O (IFCH-UNICAMP)","B5","ciencia_politica_e_relacoes_internacionais"
"14157888","PRINC�PIOS (S�O PAULO)","C ","ciencia_politica_e_relacoes_internacionais"
"19957785","PROPUESTA EDUCATIVA (ONLINE)","B1","ciencia_politica_e_relacoes_internacionais"
"16786408","PROTESTANTISMO EM REVISTA","B5","ciencia_politica_e_relacoes_internacionais"
"20821212","PRZEGL�D PRAWA KONSTYTUCYJNEGO","C ","ciencia_politica_e_relacoes_internacionais"
"17477107","PUBLIUS (ONLINE)","A1","ciencia_politica_e_relacoes_internacionais"
"18063667","PUCVIVA REVISTA","C ","ciencia_politica_e_relacoes_internacionais"
"16697146","PUENTE @ EUROPA (EN L�NEA)","C ","ciencia_politica_e_relacoes_internacionais"
"03921867","QUADERNI FIORENTINI PER LA STORIA DEL PENSIERO GIURIDICO MODERNO","B5","ciencia_politica_e_relacoes_internacionais"
"18078389","QUAESTIO IURIS (IMPRESSO)","B4","ciencia_politica_e_relacoes_internacionais"
"21796165","RARI - REVISTA ACAD�MICA DE RELA��ES INTERNACIONAIS","C ","ciencia_politica_e_relacoes_internacionais"
"23188081","REDES - REVISTA ELETR�NICA DIREITO E SOCIEDADE","B5","ciencia_politica_e_relacoes_internacionais"
"01850814","RELACIONES INTERNACIONALES","B3","ciencia_politica_e_relacoes_internacionais"
"16993950","RELACIONES INTERNACIONALES (MADRID)","B1","ciencia_politica_e_relacoes_internacionais"
"23162880","RELA��ES INTERNACIONAIS DO MUNDO ATUAL","B5","ciencia_politica_e_relacoes_internacionais"
"25257870","RELACULT - REVISTA LATINO-AMERICANA DE ESTUDOS EM CULTURA E SOCIEDADE","B5","ciencia_politica_e_relacoes_internacionais"
"24704407","RESEARCH IN ECONOMICS AND MANAGEMENT (PRINT)","B5","ciencia_politica_e_relacoes_internacionais"
"2014671X","RESEARCH ON AGEING AND SOCIAL POLICY","B5","ciencia_politica_e_relacoes_internacionais"
"01046152","RESENHA ELEITORAL - TRIBUNAL REGIONAL ELEITORAL DE SANTA CATARINA","B5","ciencia_politica_e_relacoes_internacionais"
"22384391","RETRATOS DA ESCOLA","B5","ciencia_politica_e_relacoes_internacionais"
"20500394","REVIEW OF EUROPEAN, COMPARATIVE & INTERNATIONAL ENVIRONMENTAL LAW","B1","ciencia_politica_e_relacoes_internacionais"
"23788550","REVIEW OF SOCIAL SCIENCES","B5","ciencia_politica_e_relacoes_internacionais"
"18082807","REVIST JUR�DICA (BRASILIA)","C ","ciencia_politica_e_relacoes_internacionais"
"25255657","REVISTA �GORA: POL�TICAS P�BLICAS, COMUNICA��O E GOVERNAN�A INFORMACIONAL","B5","ciencia_politica_e_relacoes_internacionais"
"22214135","REVISTA ANDINA DE ESTUDIOS POL�TICOS","B4","ciencia_politica_e_relacoes_internacionais"
"21780013","REVISTA BRASILEIRA DE CIENCIAS POLICIAIS","B3","ciencia_politica_e_relacoes_internacionais"
"16787072","REVISTA BRASILEIRA DE DIREITO P�BLICO","B5","ciencia_politica_e_relacoes_internacionais"
"23583932","REVISTA BRASILEIRA DE ESTUDOS DE DEFESA","B2","ciencia_politica_e_relacoes_internacionais"
"23583916","REVISTA BRASILEIRA DE ESTUDOS DE DEFESA","B2","ciencia_politica_e_relacoes_internacionais"
"19845642","REVISTA BRASILEIRA DE ESTUDOS ESTRAT�GICOS","B2","ciencia_politica_e_relacoes_internacionais"
"00347183","REVISTA BRASILEIRA DE ESTUDOS PEDAG�GICOS (IMPRESSO)","B2","ciencia_politica_e_relacoes_internacionais"
"19833121","REVISTA BRASILEIRA DE POL�TICA INTERNACIONAL","A1","ciencia_politica_e_relacoes_internacionais"
"1414008X","REVISTA CEJ (BRAS�LIA)","C ","ciencia_politica_e_relacoes_internacionais"
"24471399","REVISTA CIDADANIA E DIREITOS HUMANOS","B5","ciencia_politica_e_relacoes_internacionais"
"23181621","REVISTA CIENT�FICA DA ORDEM DOS ADVOGADOS DO BRASIL SEC��O PIAU�","C ","ciencia_politica_e_relacoes_internacionais"
"16789822","REVISTA COMUNICA��O MIDI�TICA","B3","ciencia_politica_e_relacoes_internacionais"
"22364846","REVISTA CONTEMPOR�NEA","B4","ciencia_politica_e_relacoes_internacionais"
"18087558","REVISTA CONTINENTE","C ","ciencia_politica_e_relacoes_internacionais"
"01027158","REVISTA DA ABRALIN","B4","ciencia_politica_e_relacoes_internacionais"
"21760683","REVISTA DA ANPG: CI�NCIA, TECNOLOGIA E POL�TICAS EDUCACIONAIS","B5","ciencia_politica_e_relacoes_internacionais"
"22368957","REVISTA DA EMERJ","B4","ciencia_politica_e_relacoes_internacionais"
"23593075","REVISTA DA ESCOLA DE GUERRA NAVAL","B1","ciencia_politica_e_relacoes_internacionais"
"01021788","REVISTA DA ESCOLA SUPERIOR DE GUERRA","B2","ciencia_politica_e_relacoes_internacionais"
"19841841","REVISTA DA FACULDADE DE DIREITO DA UNIVERSIDADE FEDERAL DE MINAS GERAIS","B3","ciencia_politica_e_relacoes_internacionais"
"03042340","REVISTA DA FACULDADE DE DIREITO DA UNIVERSIDADE FEDERAL DE MINAS GERAIS (IMPRESSO)","B3","ciencia_politica_e_relacoes_internacionais"
"00347604","REVISTA DE ADMINISTRA��O MUNICIPAL","B3","ciencia_politica_e_relacoes_internacionais"
"24152498","REVISTA DE CIENCIA POL�TICA - POLITAI (EN L�NEA)","B3","ciencia_politica_e_relacoes_internacionais"
"16788974","REVISTA DE DIREITO DA ASSOCIA��O DOS PROCURADORES DO NOVO ESTADO DO RIO DE JANEIRO","B5","ciencia_politica_e_relacoes_internacionais"
"22371036","REVISTA DE DIREITO INTERNACIONAL","B2","ciencia_politica_e_relacoes_internacionais"
"15164179","REVISTA DE DIREITO SANIT�RIO","B4","ciencia_politica_e_relacoes_internacionais"
"16774973","REVISTA DE ECONOMIA & RELA��ES INTERNACIONAIS","C ","ciencia_politica_e_relacoes_internacionais"
"11327170","REVISTA DE ESTUDIOS EUROPEOS","B2","ciencia_politica_e_relacoes_internacionais"
"22551891","REVISTA DE ESTUDIOS PORTUGUESES Y BRASILE�OS","B4","ciencia_politica_e_relacoes_internacionais"
"07182910","REVISTA DE ESTUDIOS TRANSFRONTERIZOS - SI SOMOS AMERICANOS (INTE/ CHILE)","B5","ciencia_politica_e_relacoes_internacionais"
"23592648","REVISTA DE FONTES","B5","ciencia_politica_e_relacoes_internacionais"
"23578556","REVISTA DE HIST�RIA BILROS","B4","ciencia_politica_e_relacoes_internacionais"
"23189452","REVISTA DE INICIA��O CIENT�FICA EM RELA��ES INTERNACIONAIS","B5","ciencia_politica_e_relacoes_internacionais"
"15167798","REVISTA DE INICIA��O CIENT�FICA (USP )","B5","ciencia_politica_e_relacoes_internacionais"
"03751066","REVISTA DE LA FACULTAD DE CIENCIAS M�DICAS, UNIVERSIDAD CENTRAL DEL ECUADOR","B4","ciencia_politica_e_relacoes_internacionais"
"18095313","REVISTA DE LITERATURA, HIST�RIA E MEM�RIA (IMPRESSO)","B5","ciencia_politica_e_relacoes_internacionais"
"16790693","REVISTA DE NEG�CIOS INTERNACIONAIS (UNIMEP)","B4","ciencia_politica_e_relacoes_internacionais"
"19887221","REVISTA DE PAZ Y CONFLICTOS","B5","ciencia_politica_e_relacoes_internacionais"
"03280764","REVISTA DE TRABAJO","B5","ciencia_politica_e_relacoes_internacionais"
"24479365","REVISTA DEFESA E SEGURAN�A","B5","ciencia_politica_e_relacoes_internacionais"
"16414713","REVISTA DEL CESLA","B3","ciencia_politica_e_relacoes_internacionais"
"24120715","REVISTA DEL COL�GIO INTERAMERICANO DE DEFENSA (IMPRESSO)","B2","ciencia_politica_e_relacoes_internacionais"
"23189681","REVISTA DEMOCRACIA E PARTICIPA��O","B4","ciencia_politica_e_relacoes_internacionais"
"18518311","REVISTA DENSIDADES","B5","ciencia_politica_e_relacoes_internacionais"
"23172010","REVISTA DIALECTUS","B5","ciencia_politica_e_relacoes_internacionais"
"23161795","REVISTA DI�LOGO DAS LETRAS","B4","ciencia_politica_e_relacoes_internacionais"
"2447987X","REVISTA DIPLOMATIZE","B5","ciencia_politica_e_relacoes_internacionais"
"14150344","REVISTA DO CAAP","C ","ciencia_politica_e_relacoes_internacionais"
"22380280","REVISTA DO CAHIS UERJ","C ","ciencia_politica_e_relacoes_internacionais"
"15196968","REVISTA DO CEAM","B5","ciencia_politica_e_relacoes_internacionais"
"16771419","REVISTA DO INSTITUTO BRASILEIRO DE DIREITOS HUMANOS","B5","ciencia_politica_e_relacoes_internacionais"
"19800428","REVISTA DO INSTITUTO DE CI�NCIAS HUMANAS","B5","ciencia_politica_e_relacoes_internacionais"
"16781864","REVISTA DO INSTITUTO DE HERMEN�UTICA JUR�DICA","B5","ciencia_politica_e_relacoes_internacionais"
"2447780X","REVISTA DO INSTITUTO DE POL�TICAS P�BLICAS DE MAR�LIA","B5","ciencia_politica_e_relacoes_internacionais"
"2446600X","REVISTA DO INSTITUTO DO LEGISLATIVO PAULISTA","C ","ciencia_politica_e_relacoes_internacionais"
"19803109","REVISTA DO INSTITUTO HIST�RICO E GEOGR�FICO DE MINAS GERAIS","B5","ciencia_politica_e_relacoes_internacionais"
"21794545","REVISTA DO OBSERVAT�RIO BRASIL DE IGUALDADE DE G�NERO","B4","ciencia_politica_e_relacoes_internacionais"
"19807481","REVISTA DO TCE - PI","B5","ciencia_politica_e_relacoes_internacionais"
"01017160","REVISTA DO TRIBUNAL DE CONTAS DO ESTADO DO PARAN�","B5","ciencia_politica_e_relacoes_internacionais"
"21776458","REVISTA DOS ESTUDANTES DE DIREITO DA UNB","B5","ciencia_politica_e_relacoes_internacionais"
"18539297","REVISTA DOS PUNTAS","B5","ciencia_politica_e_relacoes_internacionais"
"23162600","REVISTA ECOPOL�TICA","B4","ciencia_politica_e_relacoes_internacionais"
"23584521","REVISTA EDUC- FACULDADE DE DUQUE DE CAXIAS","B5","ciencia_politica_e_relacoes_internacionais"
"23100036","REVISTA ELECTR�NICA DE INVESTIGA��O E DESENVOLVIMENTO","B5","ciencia_politica_e_relacoes_internacionais"
"21778256","REVISTA ELETR�NICA DA ACADEMIA BRASILEIRA DE DIREITO CONSTITUCIONAL","B3","ciencia_politica_e_relacoes_internacionais"
"16791061","REVISTA ELETR�NICA DA ANPHLAC","B3","ciencia_politica_e_relacoes_internacionais"
"2236451X","REVISTA ELETR�NICA DE CI�NCIA POL�TICA","B5","ciencia_politica_e_relacoes_internacionais"
"21798443","REVISTA ELETR�NICA DE CULTURAS E EDUCA��O","B5","ciencia_politica_e_relacoes_internacionais"
"19819439","REVISTA ELETR�NICA DE DIREITO INTERNACIONAL","C ","ciencia_politica_e_relacoes_internacionais"
"23163011","REVISTA ESPA�O LIVRE","C ","ciencia_politica_e_relacoes_internacionais"
"11378875","REVISTA ESPA�OLA DE DESARROLLO Y COOPERACI�N","B2","ciencia_politica_e_relacoes_internacionais"
"21772851","REVISTA ESTUDOS DE POLITICA","B2","ciencia_politica_e_relacoes_internacionais"
"21771006","REVISTA ESTUDOS HUM(E)ANOS","B3","ciencia_politica_e_relacoes_internacionais"
"21786054","REVISTA EXTENS�O E SOCIEDADE","B5","ciencia_politica_e_relacoes_internacionais"
"16770161","REVISTA FONTES","B5","ciencia_politica_e_relacoes_internacionais"
"23173033","REVISTA GEST�O E CONTROLE","C ","ciencia_politica_e_relacoes_internacionais"
"1808091X","REVISTA HIST�RIA & LUTA DE CLASSES","B5","ciencia_politica_e_relacoes_internacionais"
"24468606","REVISTA IBERO-AMERICANA DE ESTUDOS EM EDUCA��O","B2","ciencia_politica_e_relacoes_internacionais"
"21798419","REVISTA IBEROAMERICANA DE ESTUDOS LEGISLATIVOS","B5","ciencia_politica_e_relacoes_internacionais"
"21781842","REVISTA INTER A��O","B5","ciencia_politica_e_relacoes_internacionais"
"15188167","REVISTA INTERDISCIPLINAR DE DIREITO","B4","ciencia_politica_e_relacoes_internacionais"
"22379843","REVISTA INTERDISCIPLINAR DE MOBILIDADE HUMANA","B1","ciencia_politica_e_relacoes_internacionais"
"18531679","REVISTA INTERDISCIPLINARIA DE ESTUDIOS SOCIALES","B3","ciencia_politica_e_relacoes_internacionais"
"24469424","REVISTA INTERNACIONAL DE EDUCA��O SUPERIOR","B3","ciencia_politica_e_relacoes_internacionais"
"18074960","REVISTA INTERNACIONAL DE FOLKCOMUNICA��O","C ","ciencia_politica_e_relacoes_internacionais"
"24451711","REVISTA INTERNACIONAL DE INVESTIGACI�N Y DOCENCIA","B3","ciencia_politica_e_relacoes_internacionais"
"21790167","REVISTA JURES","C ","ciencia_politica_e_relacoes_internacionais"
"2317918X","REVISTA JUR�DICA","B3","ciencia_politica_e_relacoes_internacionais"
"22384847","REVISTA JUR�DICA DA ESCOLA SUPERIOR DO MINIST�RIO P�BLICO DE S�O PAULO","C ","ciencia_politica_e_relacoes_internacionais"
"18063241","REVISTA JUR�DICA DA FIC","B5","ciencia_politica_e_relacoes_internacionais"
"19824858","REVISTA JUR�DICA (FURB. ONLINE)","B5","ciencia_politica_e_relacoes_internacionais"
"14144980","REVISTA KAT�LYSIS (IMPRESSO)","B1","ciencia_politica_e_relacoes_internacionais"
"25260707","REVISTA LABORAT�RIOS DE HIST�RIA","B5","ciencia_politica_e_relacoes_internacionais"
"22222596","REVISTA LATINOAMERICANA DE DERECHO Y POL�TICAS AMBIENTALES","C ","ciencia_politica_e_relacoes_internacionais"
"18533744","REVISTA LATINOAMERICANA DE EDUCACI�N COMPARADA","B2","ciencia_politica_e_relacoes_internacionais"
"18529003","REVISTA LATINO-AMERICANA DE OPINI�N P�BLICA","B5","ciencia_politica_e_relacoes_internacionais"
"24464988","REVISTA LEXMAX","B5","ciencia_politica_e_relacoes_internacionais"
"21755280","REVISTA LIBERDADES","B5","ciencia_politica_e_relacoes_internacionais"
"1808513X","REVISTA MESTRADO EM DIREITO (UNIFIEO. IMPRESSO)","B5","ciencia_politica_e_relacoes_internacionais"
"21769907","REVISTA NEG�CIOS E TALENTOS","B5","ciencia_politica_e_relacoes_internacionais"
"23173459","REVISTA NEIBA - CADERNOS ARGENTINA-BRASIL","B3","ciencia_politica_e_relacoes_internacionais"
"24475548","REVISTA NEP - N�CLEO DE ESTUDOS PARANAENSES DA UFPR","B5","ciencia_politica_e_relacoes_internacionais"
"01025864","REVISTA NOVOS RUMOS","C ","ciencia_politica_e_relacoes_internacionais"
"21757429","REVISTA NUPEM (IMPRESSO)","B5","ciencia_politica_e_relacoes_internacionais"
"1981125X","REVISTA OBSERVAT�RIO ITA� CULTURAL","C ","ciencia_politica_e_relacoes_internacionais"
"24475009","REVISTA OUTONO21","C ","ciencia_politica_e_relacoes_internacionais"
"23141638","REVISTA PARAGUAY DESDE LAS CIENCIAS SOCIALES","B3","ciencia_politica_e_relacoes_internacionais"
"20775172","REVISTA PARAGUAYA DE ESTUDIOS POL�TICOS CONTEMPOR�NEO - NOVAPOLIS","B3","ciencia_politica_e_relacoes_internacionais"
"23584831","REVISTA PEABIRU","B5","ciencia_politica_e_relacoes_internacionais"
"21757801","REVISTA PHYSIS","C ","ciencia_politica_e_relacoes_internacionais"
"24691763","REVISTA POLITICA LATINOAMERICANA","B5","ciencia_politica_e_relacoes_internacionais"
"23580690","REVISTA POL�TICA SOCIAL E DESENVOLVIMENTO","B5","ciencia_politica_e_relacoes_internacionais"
"07161077","REVISTA POL�TICA (UNIVERSIDADE DE CHILE)","B5","ciencia_politica_e_relacoes_internacionais"
"18086462","REVISTA PONTES","B4","ciencia_politica_e_relacoes_internacionais"
"25262149","REVISTA PR�TICA DOCENTE","B5","ciencia_politica_e_relacoes_internacionais"
"24471534","REVISTA PRESEN�A","B5","ciencia_politica_e_relacoes_internacionais"
"23577622","REVISTA PR�-UNIVESP","C ","ciencia_politica_e_relacoes_internacionais"
"21750521","REVISTA PSICOLOGIA & COMUNIDADE","C ","ciencia_politica_e_relacoes_internacionais"
"1519549X","REVISTA PSICOLOGIA POL�TICA (IMPRESSO)","B4","ciencia_politica_e_relacoes_internacionais"
"24477982","REVISTA PUBLICUM","C ","ciencia_politica_e_relacoes_internacionais"
"16667883","REVISTA SAAP","B1","ciencia_politica_e_relacoes_internacionais"
"24468827","REVISTA SAPIENTIA","C ","ciencia_politica_e_relacoes_internacionais"
"16792548","REVISTA SAPIENTIA","C ","ciencia_politica_e_relacoes_internacionais"
"21770794","REVISTA SETE FACES","C ","ciencia_politica_e_relacoes_internacionais"
"07189990","REVISTA SOCIEDAD Y EQUIDAD","B5","ciencia_politica_e_relacoes_internacionais"
"18092721","REVISTA SOCIOLOGIA JUR�DICA","B5","ciencia_politica_e_relacoes_internacionais"
"23175338","REVISTA SUL-AMERICANA DE CI�NCIA POL�TICA","B2","ciencia_politica_e_relacoes_internacionais"
"03287726","REVISTA TALLER (SEGUNDA �POCA) REVISTA DE SOCIEDAD, CULTURA Y POL�TICA EN AM�RICA LATINA","B5","ciencia_politica_e_relacoes_internacionais"
"19813724","REVISTA TEMPO DE CONQUISTA","C ","ciencia_politica_e_relacoes_internacionais"
"21767025","REVISTA TEMPO NO MUNDO","C ","ciencia_politica_e_relacoes_internacionais"
"18527175","REVISTA TRANSPORTE Y TERRITORIO","B4","ciencia_politica_e_relacoes_internacionais"
"15182711","REVISTA TRIBUT�RIA E DE FINAN�AS P�BLICAS","B5","ciencia_politica_e_relacoes_internacionais"
"23579870","REVISTA UNINTER DE COMUNICA��O","B4","ciencia_politica_e_relacoes_internacionais"
"21777837","REVISTA VIDERE (ON LINE)","B3","ciencia_politica_e_relacoes_internacionais"
"18538819","REVISTA VOCES EN EL FENIX","C ","ciencia_politica_e_relacoes_internacionais"
"22369422","REVISTA WOLFIUS","C ","ciencia_politica_e_relacoes_internacionais"
"24496413","R/EVOLUTIONS: GLOBAL TRENDS & REGIONAL ISSUES","B4","ciencia_politica_e_relacoes_internacionais"
"19587856","REVUE SAVOIR/AGIR","C ","ciencia_politica_e_relacoes_internacionais"
"23141204","REY DESNUDO - REVISTA DE LIBROS","B5","ciencia_politica_e_relacoes_internacionais"
"1577239X","RIPS. REVISTA DE INVESTIGACINES POL�TICAS Y SOCIOL�GICAS","B2","ciencia_politica_e_relacoes_internacionais"
"01044311","ROTEIRO (UNOESC)","B5","ciencia_politica_e_relacoes_internacionais"
"14154722","RUMOS (RIO DE JANEIRO)","C ","ciencia_politica_e_relacoes_internacionais"
"14713330","RUSI NEWSBRIEF","B5","ciencia_politica_e_relacoes_internacionais"
"15332535","SECURITY AND DEFENSE STUDIES REVIEW","B2","ciencia_politica_e_relacoes_internacionais"
"16765443","SEMINA. CI�NCIAS SOCIAIS E HUMANAS (IMPRESSO) (CESSOU EM 2001)","B4","ciencia_politica_e_relacoes_internacionais"
"21777055","SEQUENCIA","B1","ciencia_politica_e_relacoes_internacionais"
"01019562","SEQU�NCIA (UFSC)","B1","ciencia_politica_e_relacoes_internacionais"
"16794842","SERVI�O SOCIAL EM REVISTA","B4","ciencia_politica_e_relacoes_internacionais"
"0175274X","SICHERHEIT UND FRIEDEN","B3","ciencia_politica_e_relacoes_internacionais"
"16660048","SISTEMAS JUDICIALES","C ","ciencia_politica_e_relacoes_internacionais"
"2151481X","SMART GRID AND RENEWABLE ENERGY","B5","ciencia_politica_e_relacoes_internacionais"
"00810606","SOCIALIST REGISTER","B3","ciencia_politica_e_relacoes_internacionais"
"19538375","SOCI�T�S ET JEUNESSES EN DIFFICULT�","B4","ciencia_politica_e_relacoes_internacionais"
"19880847","SORTUZ: O�ATI JOURNAL OF EMERGENT SOCIO-LEGAL STUDIES","B5","ciencia_politica_e_relacoes_internacionais"
"19380275","SOUTH AFRICAN JOURNAL OF INTERNATIONAL AFFAIRS","A2","ciencia_politica_e_relacoes_internacionais"
"0948423X","SOZIALE SYSTEME","B5","ciencia_politica_e_relacoes_internacionais"
"2380131X","SPACE AND DEFENSE JOURNAL","B5","ciencia_politica_e_relacoes_internacionais"
"15128679","STATUS - MAGAZIN ZA POLITI�KU KULTURU I DRU�TVENA PITANJA","B4","ciencia_politica_e_relacoes_internacionais"
"12200506","STUDIA UNIVERSITATIS BABES-BOLYAI. OECONOMICA","B3","ciencia_politica_e_relacoes_internacionais"
"22950710","SUR LE JOURNALISME, ABOUT JOURNALISM, SOBRE JORNALISMO","B5","ciencia_politica_e_relacoes_internacionais"
"21754853","SYSTEMAS: REVISTA DE CI�NCIAS JUR�DICAS E ECON�MICAS","B5","ciencia_politica_e_relacoes_internacionais"
